"pid","value","year","land","living","beds","address","buildings","good","style","model","grade","baths","halfbaths","heatfuel","heattype","ac","nghd","stories","saleprice","saledate","roof","bath_style","kitchen_style","long","lat","miles_to_coastline","miles_to_highway","miles_to_school","miles_to_hospital"
"6368",180100,1966,0.57,1602,2,"6 OVERLAND CT Branford, CT",1,80,"Raised Ranch","Residential","C +",1,1,"Gas","Forced Air-Duc","Central","0060",1,0,"10/03/2016","Asphalt","Average","Average",-72.8206815866017,41.3094937222707,2.35389267133133,0.014427888543182,0.374533476699118,2.73246716621144
"6369",154800,1992,0.19,1485,3,"7 O BRIEN RD Branford, CT",1,88,"Raised Ranch","Residential","C",1,0,"Electric","Electr Basebrd","None","0050",1,0,"05/12/1992","Asphalt","Average","Average",-72.820294990989,41.2716714619232,0.145099770080051,0.00726660648089971,0.644207426184899,0.354052342794365
"6370",187400,1978,0.25,1768,3,"29 O BRIEN RD Branford, CT",1,76,"Colonial","Residential","C +",2,0,"Oil","Hot Water","Central","0050",2,270000,"11/23/2010","Asphalt","Average","Average",-72.8203875687222,41.2712999508614,0.143861983366471,0.00213639507400199,0.666330796498031,0.328637928008977
"6371",255200,1976,0.83,2595,3,"5 PARISH FARM RD Branford, CT",1,83,"Colonial","Residential","B -",2,0,"Electric","Electr Basebrd","None","0060",2,0,"10/18/2010","Asphalt","Average","Average",-72.823284239391,41.2900643556177,1.16159441104794,0.0271234095742522,0.590580136528177,1.45103512806072
"6373",372600,1972,1.8,3414,4,"15 PARISH FARM RD Branford, CT",1,85,"Colonial","Residential","B",4,1,"Gas","Hydro Air","Central","0060",2,0,"03/24/2014","Asphalt","Average","Above Average",-72.8231006502071,41.2908111989333,1.20014196097912,0.0139815764920498,0.628828342706396,1.50207099920188
"6374",234800,1986,1.39,1836,3,"21 PARISH FARM RD Branford, CT",1,85,"Colonial","Residential","B -",2,1,"Gas","Hot Water","Central","0050",2,2e+05,"12/07/2010","Asphalt","Average","Average",-72.8230200729119,41.2912638227779,1.22481233420265,0.0229678058970236,0.642524355492347,1.53234796865651
"6376",273600,1988,0.54,2016,3,"19 TANGLEWOOD DR Branford, CT",1,87,"Colonial","Residential","B -",2,1,"Oil","Forced Air-Duc","Central","0090",2,0,"01/03/1989","Asphalt","Average","Average",-72.7529957807633,41.2834412112162,0.651821811860367,0.118069822683259,2.33245214584033,2.06562087837807
"6379",250000,1989,1.25,2302,3,"25 PARISH FARM RD Branford, CT",1,87,"Colonial","Residential","C +",2,1,"Gas","Forced Air-Duc","Central","0050",2,0,"03/27/1989","Asphalt","Average","Average",-72.8229771807435,41.2915664508552,1.24176395589051,0.00721860356031403,0.625498308468474,1.55235760186162
"6380",277400,2007,0.65,3077,3,"31 PARISH FARM RD Branford, CT",1,94,"Raised Ranch","Residential","B -",3,0,"Gas","Forced Air-Duc","Central","0050",1,0,"10/26/2007","Asphalt","Average","Average",-72.8229288763189,41.2920216507276,1.26789916364474,0.0158479285873104,0.600453400766359,1.58211008643455
"6381",178800,1915,0.4,2152,3,"59 PARISH FARM RD Branford, CT",1,72,"Old Style","Residential","C",2,1,"Oil","Forced Air-Duc","None","0060",2,0,"10/04/2021","Asphalt","Average","Below Average",-72.8225276597192,41.2941275666066,1.38772993039583,0.00655282955058829,0.47839390323876,1.72353904924034
"6383",173100,1987,0.46,1443,3,"63 PARISH FARM RD Branford, CT",1,80,"Raised Ranch","Residential","C +",2,0,"Oil","Hot Water","None","0060",1,0,"07/07/1987","Asphalt","Average","Average",-72.8223744260074,41.2944076657064,1.40187485114369,0.00556845635339196,0.458679555727172,1.74447580443435
"6384",204100,1955,0.41,2076,2,"65 PARISH FARM RD Branford, CT",1,78,"Old Style","Residential","C +",3,0,"Oil","Forced Air-Duc","Central","0060",2,329000,"08/03/2021","Asphalt","Average","Average",-72.8222869204732,41.2945445405177,1.40857699746277,0.0111411163570892,0.448605930467864,1.75497562963146
"6385",181300,1948,1.13,1406,3,"13 PISCITELLO DR Branford, CT",1,72,"Cape Cod","Residential","C",1,1,"Oil","Forced Air-Duc","Central","0060",1.5,0,"04/02/1969","Asphalt","Average","Average",-72.8060663313027,41.314391451889,2.60378186649197,0.115227129712987,1.13503519756049,3.35261233872124
"6387",195100,1983,0.55,1714,3,"67 PARISH FARM RD Branford, CT",1,84,"Raised Ranch","Residential","C +",2,0,"Gas","Hot Water","Central","0060",1,394900,"07/12/2021","Asphalt","Average","Above Average",-72.8221968029944,41.2946808157295,1.41523194729845,0.0166061990755896,0.438472078699261,1.76549321568799
"6388",189300,1964,1.08,1397,3,"11 PISCITELLO DR Branford, CT",1,80,"Raised Ranch","Residential","C +",2,0,"Oil","Hot Water","None","0060",1,290000,"11/08/2016","Asphalt","Average","Above Average",-72.8063004823689,41.3143142061765,2.59813010110528,0.102827760535182,1.12291369585014,3.34275347072749
"6389",304300,1993,4.68,2938,4,"21-29 HELEN RD Branford, CT",1,88,"Colonial","Residential","B -",5,1,"Gas","Hot Water","Heat Pump","0050",1.75,0,"12/28/1993","Asphalt","Average","Average",-72.8505458036289,41.2735128236136,0.620947965588372,0.0504822619828007,1.08767105229048,0.173692260193619
"6392",229300,1987,0.65,2481,3,"73 PARISH FARM RD Branford, CT",1,85,"Split-Level","Residential","C +",2,0,"Oil","Hot Water","Central","0060",1,370000,"08/11/2006","Asphalt","Average","Average",-72.8216327594517,41.2952727055613,1.4409624565499,0.0313404425000131,0.388442345148889,1.81484947363777
"6395",232900,1986,0.92,2000,4,"27 PISCITELLO DR Branford, CT",1,80,"Colonial","Residential","C +",2,1,"Oil","Hot Air-no Duc","Heat Pump","0060",2,0,"04/03/1986","Asphalt","Average","Average",-72.8045649784611,41.3151213824465,2.65749027072879,0.0622940564369374,1.22479698112558,3.43063169839686
"6396",265600,1983,0.82,2816,5,"44 PARISH FARM RD Branford, CT",1,84,"Colonial","Residential","C +",4,1,"Gas","Hot Water","None","0050",2,330000,"12/24/2019","Asphalt","Average","Average",-72.822774204536,41.292926510039,1.31914264527303,0.030973311234395,0.548624856699319,1.64250139742087
"64",179000,1948,1.1,1792,2,"315-323 LEETES ISLAND RD Branford, CT",1,57,"Old Style","Residential","C",1,0,"Oil","Hot Water","None","0075",1,231500,"07/12/2017","Asphalt","Average","Average",-72.7562557173144,41.2794508138486,0.328636696481604,0.000174926794036648,2.2181936185435,1.81938773580892
"6403",308800,2008,1.31,2419,3,"45 PISCITELLO DR Branford, CT",1,95,"Colonial","Residential","B",2,1,"Oil","Forced Air-Duc","Central","0060",2,431000,"09/28/2015","Asphalt","Modern","Above Average",-72.8027111874891,41.3161457918632,2.73518311813858,0.00462405813701285,1.34194777928613,3.5347355559674
"6405",318100,2001,1,3361,4,"53 PISCITELLO DR Branford, CT",1,91,"Colonial","Residential","B -",3,1,"Oil","Hot Water","Central","0060",2,530000,"09/09/2021","Asphalt","Average","Average",-72.801707748095,41.3167962033967,2.78505877107841,0.0727455782580807,1.41028130569571,3.59713763736649
"6407",331000,2002,1.01,3095,4,"61 PISCITELLO DR Branford, CT",1,92,"Cape Cod","Residential","B -",3,1,"Oil","Forced Air-Duc","Central","0060",1.75,0,"04/30/2014","Asphalt","Modern","Above Average",-72.8012836254468,41.3169693577821,2.79940619899581,0.0921158084978261,1.43394262959189,3.61709287014404
"6408",277700,1998,1.01,2769,3,"65 PISCITELLO DR Branford, CT",1,90,"Split-Level","Residential","B -",3,0,"Oil","Forced Air-Duc","Central","0060",1,0,"11/12/1997","Asphalt","Average","Average",-72.8010671575158,41.3170505332562,2.80629386072292,0.0995239502468493,1.44564965722322,3.62682350433206
"641",225000,2008,0.12,1344,3,"165 SHORE DR Branford, CT",1,95,"Cape Cod","Residential","C +",1,1,"Gas","Forced Air-Duc","Central","0650",2,0,"11/01/2010","Asphalt","Modern","Above Average",-72.8464187245966,41.2582424554135,0.0656403456549029,0.000511072110173212,2.08493261326706,1.04958395558142
"6410",261400,1985,0.97,2489,3,"10 PISCITELLO DR Branford, CT",1,80,"Colonial","Residential","B -",3,1,"Oil","Hot Water","Partial AC","0060",2,0,"07/01/1999","Asphalt","Average","Average",-72.8062099378088,41.314356052124,2.60113513871718,0.108205907427223,1.12821549767788,3.34732144526806
"6414",108400,1900,1.2,1544,4,"66 PARISH FARM RD Branford, CT",1,25,"Old Style","Residential","C -",0,0,"None/Coal/Wd","None","None","0060",2,160000,"05/24/2021","Asphalt",NA,"Below Average",-72.8222999892776,41.2945494193556,1.40916440069828,0.0117892946579885,0.448810900448456,1.75500530049493
"6415",232800,1984,0.95,1996,4,"14 PISCITELLO DR Branford, CT",1,80,"Colonial","Residential","C +",2,1,"Oil","Forced Air-Duc","Central","0060",2,373000,"07/10/2006","Asphalt","Average","Average",-72.8056005879269,41.31459768354,2.61881465854238,0.106965124940656,1.16184399957356,3.37554029368867
"6416",184200,1963,0.44,1544,3,"80 PARISH FARM RD Branford, CT",1,73,"Split-Level","Residential","C +",2,1,"Gas","Hot Water","Central","0060",1,0,"06/13/2016","Asphalt","Average","Average",-72.8212827523111,41.2953037184599,1.43576845969184,0.0133124371588472,0.374655337017885,1.82425709619972
"6420",183100,1976,0.3,1521,2,"1 PINE HOLLOW RD Branford, CT",1,83,"Raised Ranch","Residential","C +",1,1,"Oil","Forced Air-Duc","Central","0060",1,175000,"07/03/1990","Asphalt","Average","Average",-72.8139654904567,41.3056674142205,2.0215116912217,0.0177079799907737,0.412150102984634,2.63397962916881
"6421",289100,1996,1.61,2720,3,"33 HELEN RD Branford, CT",1,90,"Colonial","Residential","B -",2,1,"Gas","Hot Water","Central","0050",2,0,"09/29/2000","Asphalt","Average","Average",-72.8505374470352,41.273447256494,0.621414153428566,0.0500120797005497,1.0913242271605,0.177652478264765
"6422",192600,1976,0.28,1639,3,"3 PINE HOLLOW RD Branford, CT",1,83,"Raised Ranch","Residential","C +",2,0,"Oil","Forced Air-Duc","Central","0060",1,345000,"03/28/2006","Asphalt","Average","Average",-72.8139633278526,41.3056281784035,2.0188166439164,0.0155557929178556,0.41021197782321,2.63154990709667
"6423",180600,1976,0.52,1374,3,"5 PINE HOLLOW RD Branford, CT",1,83,"Raised Ranch","Residential","C +",1,1,"Oil","Forced Air-Duc","Central","0060",1,0,"09/28/2020","Asphalt","Average","Average",-72.8139611652485,41.3055889425864,2.01612163665504,0.0134036059235323,0.408273853524235,2.62912018512928
"6424",186900,1976,0.52,1539,3,"7 PINE HOLLOW RD Branford, CT",1,83,"Raised Ranch","Residential","C +",1,1,"Oil","Forced Air-Duc","Central","0060",1,0,"01/12/2012","Asphalt","Average","Average",-72.8139590026444,41.3055497067694,2.01342666959745,0.0112514190129226,0.406335728983807,2.62669046303734
"6425",211300,1976,0.45,2123,3,"9 PINE HOLLOW RD Branford, CT",1,83,"Raised Ranch","Residential","C +",2,1,"Oil","Forced Air-Duc","Central","0060",1,43000,"12/29/1976","Asphalt","Average","Average",-72.8139568400403,41.3055104709523,2.01073174290547,0.00909923217740309,0.404397604748675,2.62426074127873
"6426",182300,1976,0.29,1535,4,"4 PINE HOLLOW RD Branford, CT",1,83,"Raised Ranch","Residential","C +",2,0,"Oil","Forced Air-Duc","None","0060",1,0,"10/20/2008","Asphalt","Average","Average",-72.8139668279318,41.3054266412411,2.00508577248503,0.00406311923474074,0.399747709507981,2.6187585096592
"6427",190100,1976,0.38,1735,3,"8 PINE HOLLOW RD Branford, CT",1,83,"Raised Ranch","Residential","C +",1,1,"Oil","Forced Air-Duc","Central","0060",1,41500,"07/23/1976","Asphalt","Average","Average",-72.8139395401999,41.3049460193592,1.9720736746125,0.0222763582698045,0.376034285750838,2.58901242641071
"6428",176600,1976,0.43,1938,3,"10 PINE HOLLOW RD Branford, CT",1,83,"Raised Ranch","Residential","C +",1,1,"Oil","Forced Air-Duc","Central","0060",1,313600,"04/26/2021","Asphalt","Average","Average",-72.8138633787452,41.3047117135802,1.95549495812955,0.0332330109437275,0.366663958266479,2.57584919692855
"6429",176900,1976,0.42,1686,3,"12 PINE HOLLOW RD Branford, CT",1,76,"Raised Ranch","Residential","C +",1,0,"Oil","Forced Air-Duc","Central","0060",1,0,"12/23/2013","Asphalt","Average","Average",-72.8137262988724,41.3044940272137,1.93958729458189,0.0414247302404922,0.360269018120772,2.56503150915003
"643",198400,1990,0.3,1834,3,"6 NICOLE RD Branford, CT",1,80,"Raised Ranch","Residential","C +",2,1,"Gas","Forced Air-Duc","Central","0072",1,0,"12/10/2018","Asphalt","Average","Average",-72.8318467015579,41.2682859022992,0.30558915313457,0.0114033188166953,1.23078940458999,0.105557138761103
"6430",167600,1976,0.34,1535,3,"14 PINE HOLLOW RD Branford, CT",1,70,"Raised Ranch","Residential","C +",2,0,"Oil","Forced Air-Duc","None","0060",1,0,"01/08/1986","Asphalt","Average","Average",-72.8135041096217,41.3043213114234,1.92613498142727,0.0445244694885659,0.359147249031746,2.55886331653111
"6431",194600,1985,1.06,1738,3,"22 PISCITELLO DR Branford, CT",1,80,"Raised Ranch","Residential","C +",2,1,"Oil","Hot Water","None","0060",1,0,"12/01/2016","Asphalt","Average","Average",-72.8044653427887,41.315191104416,2.66259712158129,0.0566773210677824,1.23184588826318,3.43715213584593
"6432",193400,1975,6.02,1184,3,"10 HELEN RD Branford, CT",1,83,"Raised Ranch","Residential","C",1,1,"Gas","Hydro Air","Central","0050",1,299000,"09/01/2017","Architectural Shing","Average","Average",-72.8505726086064,41.2738389757896,0.62030294939894,0.0520536137203833,1.07012304319024,0.153678701952068
"6433",181900,1976,0.32,1616,3,"16 PINE HOLLOW RD Branford, CT",1,83,"Raised Ranch","Residential","C +",1,1,"Oil","Forced Air-Duc","Central","0060",1,0,"08/18/1976","Asphalt","Average","Average",-72.8132209043333,41.3042070206571,1.91629959543175,0.0424940948965873,0.36314965913367,2.55768070300796
"6434",216400,1985,1.08,1503,3,"26 PISCITELLO DR Branford, CT",1,85,"Cape Cod","Residential","C +",1,1,"Oil","Hot Water","None","0060",1.5,0,"05/02/2012","Asphalt","Average","Average",-72.8039113776732,41.3155025991774,2.68591056562199,0.030642864962785,1.26712955890695,3.46860022149175
"6435",180900,1976,0.33,1806,3,"6 PINE HOLLOW RD Branford, CT",1,76,"Raised Ranch","Residential","C +",2,0,"Oil","Hot Water","None","0060",1,40000,"07/23/1976","Architectural Shing","Average","Average",-72.8139532718567,41.3051863233538,1.98857915275368,0.00910964480274692,0.387887580702942,2.60388315994909
"6436",254200,1985,1.5,2744,4,"30 PISCITELLO DR Branford, CT",1,85,"Raised Ranch","Residential","B -",3,2,"Oil","Hot Water","Central","0060",1,347000,"05/22/2013","Asphalt","Average","Average",-72.8033537997644,41.315810560585,2.70927267074294,0.00481804183754353,1.30235775000994,3.49990233876254
"6437",177600,1976,0.3,1782,3,"18 PINE HOLLOW RD Branford, CT",1,76,"Raised Ranch","Residential","C +",1,1,"Oil","Forced Air-Duc","Central","0060",1,325000,"08/03/2016","Asphalt","Average","Above Average",-72.8129153720114,41.3041352040338,1.90932093010924,0.0373944909714377,0.370109695301962,2.55965355442479
"6439",180600,1976,0.31,1862,3,"20 PINE HOLLOW RD Branford, CT",1,76,"Raised Ranch","Residential","C +",1,1,"Oil","Forced Air-Duc","Central","0060",1,0,"08/08/2011","Asphalt","Average","Average",-72.8126475193353,41.3040707491047,1.90319933427576,0.028085883943461,0.37613471997078,2.56128882152214
"6440",341000,1997,0.92,3272,4,"42 PISCITELLO DR Branford, CT",1,90,"Colonial","Residential","B",3,1,"Oil","Forced Air-Duc","Central","0060",2,382500,"08/18/2000","Asphalt","Modern","Above Average",-72.8017497044518,41.3167895324637,2.78436526579188,0.0706578521716611,1.40847723371865,3.59582344345438
"6442",346200,2006,0.92,2180,3,"44 PISCITELLO DR Branford, CT",1,94,"Custom","Residential","C +",2,1,"Gas","Forced Air-Duc","Central","0060",1,478000,"06/01/2017","Asphalt","Average","Average",-72.8016640750894,41.3168294928328,2.78758959855931,0.0758950398698099,1.41351099840391,3.60016788721402
"6443",136800,1880,0.46,1056,2,"6 HELEN RD Branford, CT",1,72,"Old Style","Residential","C",1,0,"Oil","Forced Air-Duc","None","0050",2,0,"11/06/2002","Asphalt","Average","Average",-72.8505810639956,41.2739059142877,0.61985073188703,0.0525296753807663,1.0664399433602,0.149634034449539
"6446",168400,1992,0.85,1350,3,"7 RAMONA WAY Branford, CT",1,70,"Colonial","Residential","C",1,1,"Gas","Forced Air-Duc","Central","0065",2,0,"09/20/2006","Asphalt","Average","Average",-72.8285579400782,41.2860629388617,1.13735726777707,0.0431160109282316,0.631257591551012,1.08627068213983
"6448",178500,1992,0.49,1665,3,"13 RAMONA WAY Branford, CT",1,78,"Raised Ranch","Residential","C",2,1,"Gas","Forced Air-Duc","Central","0065",1,0,"09/18/2013","Asphalt","Average","Average",-72.8286618052893,41.2860720698693,1.14196478726597,0.0415472821199273,0.63651953688246,1.08463598785698
"6449",183300,1992,0.88,1665,3,"15 RAMONA WAY Branford, CT",1,78,"Raised Ranch","Residential","C",2,1,"Gas","Hot Water","Central","0065",1,267500,"02/03/2003","Asphalt","Average","Average",-72.8286964270263,41.2860751135385,1.14350225967801,0.04102437162264,0.638274193872103,1.08409109135424
"6450",198900,1992,0.75,1921,3,"8 RAMONA WAY Branford, CT",1,88,"Raised Ranch","Residential","C",2,0,"Gas","Forced Air-Duc","Central","0065",1,0,"04/27/1992","Asphalt","Average","Average",-72.8285617995018,41.2860522388117,1.13705028086412,0.043809483134703,0.631173905951302,1.08551331100172
"6451",204800,1992,0.7,1600,3,"12 RAMONA WAY Branford, CT",1,88,"Colonial","Residential","C",2,1,"Gas","Hot Water","None","0065",2,0,"07/02/2019","Asphalt","Average","Average",-72.8286324855482,41.2860584529697,1.14018636832567,0.0427418768555103,0.634755758319271,1.08440080995667
"6455",188300,1992,0.46,1538,3,"16 RAMONA WAY Branford, CT",1,88,"Raised Ranch","Residential","C",2,0,"Gas","Forced Air-Duc","Central","0065",1,216800,"10/06/2017","Asphalt","Average","Average",-72.8287031715947,41.2860646671276,1.14332585667604,0.0416742669051474,0.638339008783123,1.08328831194463
"6456",214600,1992,1.18,1921,3,"18 RAMONA WAY Branford, CT",1,88,"Raised Ranch","Residential","C",3,0,"Gas","Forced Air-Duc","Central","0065",1,399900,"06/15/2007","Asphalt","Average","Above Average",-72.8287385146179,41.2860677742066,1.14489686744029,0.0411404614971586,0.640131150961315,1.0827320640395
"6457",147600,1955,0.18,1032,3,"15 POMPANO AVE Branford, CT",1,78,"Cape Cod","Residential","C",1,0,"Oil","Forced Air-Duc","Central","0050",1.25,165000,"08/29/2016","Asphalt","Average","Average",-72.8468321221607,41.280285637717,0.926653854395488,0.0350274629609202,0.982895135733599,0.332766127357844
"6458",156800,1940,0.18,1372,4,"19 POMPANO AVE Branford, CT",1,76,"Cape Cod","Residential","C",1,0,"Oil","Forced Air-Duc","Central","0050",1.25,0,"09/01/1998","Asphalt","Average","Average",-72.8467969449005,41.2803660464207,0.930913454399176,0.0407938216352022,0.982711737726492,0.338589243323815
"6460",155100,1949,0.18,1240,2,"23 POMPANO AVE Branford, CT",1,78,"Cape Cod","Residential","C",1,0,"Oil","Forced Air-Duc","Central","0050",1.25,0,"06/30/2004","Asphalt","Average","Above Average",-72.8467613339719,41.2804466522389,0.935216497914295,0.0465768433645325,0.982579773588754,0.344434025698726
"6462",155300,1950,0.18,1156,3,"27 POMPANO AVE Branford, CT",1,72,"Cape Cod","Residential","C",1,0,"Oil","Forced Air-Duc","Central","0050",1.25,240000,"05/13/2005","Asphalt","Average","Average",-72.8467257230433,41.280527258057,0.939536421142124,0.0484877084843681,0.982482779221916,0.350278806894817
"6464",164500,1977,0.31,1147,3,"1 ROLLING HILL RD Branford, CT",1,76,"Raised Ranch","Residential","C +",1,1,"Oil","Forced Air-Duc","Central","0060",1,0,"01/06/2006","Asphalt","Average","Average",-72.8116005765446,41.3088374108943,2.22527816543884,0.0326438854298554,0.657218737495299,2.88434772369214
"6466",185300,1977,0.32,1659,3,"3 ROLLING HILL RD Branford, CT",1,83,"Raised Ranch","Residential","C +",2,0,"Oil","Forced Air-Duc","Central","0060",1,0,"11/20/1984","Asphalt","Average","Average",-72.8107570455133,41.3085465581766,2.20227890299862,0.056644742261943,0.671682603713697,2.8839527377242
"6467",164800,1951,0.18,1520,2,"31 POMPANO AVE Branford, CT",1,78,"Cape Cod","Residential","C",1,0,"Oil","Forced Air-Duc","Central","0050",1.25,0,"02/14/1996","Asphalt","Average","Average",-72.8466901121147,41.2806078638752,0.943872992303654,0.0427984110042609,0.982420764972821,0.356123586885106
"6468",215200,1977,0.4,2224,3,"5 ROLLING HILL RD Branford, CT",1,83,"Raised Ranch","Residential","C +",2,0,"Oil","Hot Water","Central","0060",1,0,"02/25/2016","Asphalt","Average","Average",-72.8105884500015,41.3084753670223,2.19688050003967,0.0583197085572377,0.673903431325368,2.88304987038613
"6469",147900,1953,0.18,1280,4,"35 POMPANO AVE Branford, CT",1,72,"Cape Cod","Residential","C",1,0,"Oil","Forced Air-Duc","Central","0050",1.25,247000,"04/17/2006","Asphalt","Average","Average",-72.8466545011861,41.2806884696933,0.948225982976667,0.0371091128685275,0.9823937374534,0.361968365692097
"6471",198900,1977,0.53,1802,3,"2 ROLLING HILL RD Branford, CT",1,78,"Raised Ranch","Residential","C +",2,0,"Oil","Forced Air-Duc","Central","0060",1,289900,"02/02/2004","Asphalt","Average","Average",-72.8116068850544,41.3088275232265,2.22462326609278,0.0319798847715389,0.656491551635793,2.88358952848576
"6472",143600,1954,0.18,1232,3,"39 POMPANO AVE Branford, CT",1,72,"Cape Cod","Residential","C",2,0,"Oil","Forced Air-Duc","None","0050",1.25,161000,"07/15/2010","Asphalt","Average","Average",-72.8466188902575,41.2807690755115,0.952595168057073,0.0314198144249877,0.982401699539137,0.367813143345927
"6473",143500,1952,0.18,1068,3,"43 POMPANO AVE Branford, CT",1,72,"Cape Cod","Residential","C",1,0,"Oil","Hot Water","None","0050",1.25,228000,"07/28/2020","Asphalt","Average","Average",-72.8465832793289,41.2808496813296,0.956980325721815,0.0257305155484716,0.982444650369726,0.373657919845947
"6474",184300,1953,0.16,1591,4,"47 POMPANO AVE Branford, CT",1,78,"Cape Cod","Residential","C +",2,0,"Gas","Forced Air-Duc","Central","0050",1.5,0,"10/25/2019","Asphalt","Modern","Above Average",-72.8465476684002,41.2809302871478,0.961381237391309,0.0200412162292601,0.981427834631252,0.379502695111997
"6477",182800,1977,0.39,1809,3,"4 ROLLING HILL RD Branford, CT",1,78,"Raised Ranch","Residential","C +",2,0,"Oil","Forced Air-Duc","Central","0060",1,318000,"02/15/2006","Asphalt","Average","Average",-72.8107627663315,41.3085364708112,2.20160129414995,0.0559975837771283,0.670965647368702,2.88319445240781
"6478",202500,1977,0.4,2047,3,"6 ROLLING HILL RD Branford, CT",1,78,"Raised Ranch","Residential","C +",2,0,"Oil","Forced Air-Duc","Central","0060",1,325000,"05/17/2018","Asphalt","Average","Average",-72.8105967498042,41.3084663475016,2.19628248690609,0.0575758010113474,0.673151417456005,2.88230406094461
"6479",204500,1980,0.3,2172,4,"8 ROLLING HILL RD Branford, CT",1,79,"Raised Ranch","Residential","C +",3,0,"Oil","Forced Air-Duc","Central","0060",1,0,"09/27/1996","Asphalt","Average","Average",-72.8105771360285,41.3084561634258,2.19552531441464,0.0573345414002477,0.673312182420497,2.88207901545805
"6480",258700,1976,1.22,3292,4,"8 SIDE HILL RD Branford, CT",1,78,"Raised Ranch","Residential","C +",2,1,"Gas","Hot Water","Central","0060",1,250000,"12/15/2003","Asphalt","Average","Average",-72.8145189825607,41.3122571164681,2.47588688204321,0.00849527339347628,0.731032919284344,3.03800497201635
"6481",189500,1978,0.94,1296,3,"16 SIDE HILL RD Branford, CT",1,83,"Raised Ranch","Residential","C +",1,0,"Oil","Hot Water","Central","0060",1,0,"05/25/1978","Asphalt","Average","Above Average",-72.8150157956539,41.3113503597479,2.41746841039975,0.0100454443929413,0.667192639951847,2.97021400207795
"6484",210800,1979,1.12,2268,5,"20 SIDE HILL RD Branford, CT",1,83,"Raised Ranch","Residential","C +",2,0,"Gas","Hot Water","Central","0060",1,285000,"07/13/2009","Asphalt","Average","Average",-72.8152472149599,41.3108907440374,2.38788361757185,0.0234062282865508,0.63554406845968,2.93628646209557
"6485",187100,1974,1.04,1668,3,"24 SIDE HILL RD Branford, CT",1,82,"Raised Ranch","Residential","C +",1,0,"Oil","Forced Air-Duc","Central","0060",1,0,"03/23/2022","Asphalt","Average","Average",-72.8154576713456,41.3105098226542,2.36360567703787,0.0286335696333218,0.608664146214755,2.90777069589098
"6487",257600,1976,0.69,2603,3,"2 PEPPERWOOD LA Branford, CT",1,83,"Raised Ranch","Residential","C +",2,0,"Oil","Hot Water","Central","0080",1,187000,"04/01/1993","Asphalt","Average","Average",-72.7678849919424,41.2828374421836,0.560736539716189,0.00843741315054129,1.57478688639038,2.14505163789791
"6488",165600,1953,1.27,1360,2,"137 ALPS RD Branford, CT",1,72,"Cape Cod","Residential","C",2,0,"Gas","Forced Air-Duc","Central","0050",1.25,147000,"04/04/2013","Asphalt","Average","Average",-72.8415640248785,41.2681549631203,0.617686059319027,0.00170863093369575,1.606405496013,0.320679161519633
"6490",197200,1972,0.51,1666,4,"13 SIDE HILL RD Branford, CT",1,82,"Colonial","Residential","C +",1,1,"Oil","Hot Water","None","0060",2,0,"06/30/1999","Asphalt","Average","Average",-72.8144034908889,41.3127358392605,2.50787429026624,0.0220037047917405,0.759623159513675,3.07067048295706
"6491",243800,1972,0.52,2122,4,"17 SIDE HILL RD Branford, CT",1,82,"Cape Cod","Residential","C +",2,1,"Gas","Hot Water","Central","0060",1.5,0,"03/23/2015","Asphalt","Average","Average",-72.8144029323778,41.3126566467596,2.50244973684913,0.020762928410914,0.755578661358828,3.06568535498071
"6492",170900,1977,0.34,1514,3,"3 RED ROCK RD Branford, CT",1,76,"Raised Ranch","Residential","C +",2,0,"Oil","Forced Air-Duc","Central","0060",1,185000,"04/05/2010","Asphalt","Average","Average",-72.8155793480085,41.3063706224409,2.08316692321625,0.00907422691063917,0.392009487129221,2.64399723871993
"6493",179500,1976,0.39,1685,2,"5 RED ROCK RD Branford, CT",1,76,"Raised Ranch","Residential","C +",1,1,"Oil","Forced Air-Duc","None","0060",1,0,"12/30/2019","Architectural Shing","Average","Average",-72.8152165736542,41.3060695458764,2.05935422078663,0.00293429463215674,0.389197949139879,2.6327216588511
"6494",201200,1976,0.31,2021,4,"13 RED ROCK RD Branford, CT",1,83,"Raised Ranch","Residential","C +",3,0,"Oil","Forced Air-Duc","Central","0060",1,0,"02/03/1977","Asphalt","Average","Average",-72.8133920656696,41.3058707448631,2.03128249990648,0.0127013767359541,0.442563187833366,2.65901671040297
"6495",192400,1977,0.3,2066,4,"31 RED ROCK RD Branford, CT",1,81,"Raised Ranch","Residential","C +",2,0,"Oil","Forced Air-Duc","Central","0060",1,325000,"02/25/2005","Asphalt","Average","Average",-72.8102325518503,41.3075015968097,2.128826305081,0.00386541643688879,0.636334106615714,2.82918333838846
"6496",199100,1977,0.53,1667,3,"33 RED ROCK RD Branford, CT",1,83,"Raised Ranch","Residential","C +",1,1,"Oil","Forced Air-Duc","Central","0060",1,0,"03/13/1997","Asphalt","Average","Average",-72.8096507478012,41.3079198707102,2.15645752416484,0.0424310235191688,0.678068913114984,2.86796189080751
"6497",196900,1976,0.45,2245,3,"2 RED ROCK RD Branford, CT",1,76,"Raised Ranch","Residential","C +",2,0,"Oil","Forced Air-Duc","Central","0060",1,0,"09/17/1991","Asphalt","Modern","Average",-72.8159443965378,41.3066761496495,2.10740852372024,0.0153976530401088,0.394970367262472,2.65550538895822
